"","Trial_Nr","Trial_Id","Task_Name","Exp_Subject_Id","timestamp","list","Frequency","x","y","time","conf","time_diff"
"39",1,59,"sentence",953681,1721397115688,"A","low",168.453288078308,298.286385834217,1265.59985351562,0.85396404732457,31.800048828125
"40",1,59,"sentence",953681,1721397115731,"A","low",342.738449573517,263.062785565853,1297.7998046875,0.787181443004568,32.199951171875
"41",1,59,"sentence",953681,1721397115764,"A","low",374.411273002625,279.235114529729,1330.2998046875,1,32.5
"42",1,59,"sentence",953681,1721397115789,"A","low",393.621075153351,266.653794050217,1377.69995117188,1,47.400146484375
"43",1,59,"sentence",953681,1721397115833,"A","low",393.260544538498,273.206289857626,1409.69995117188,1,32
"44",1,59,"sentence",953681,1721397115870,"A","low",391.576033830643,278.261952102184,1441.59985351562,1,31.89990234375
"45",1,59,"sentence",953681,1721397115884,"A","low",327.84635424614,280.179607495666,1473.59985351562,1,32
"46",1,59,"sentence",953681,1721397115918,"A","low",351.46871805191,191.960797458887,1505.7998046875,1,32.199951171875
"47",1,59,"sentence",953681,1721397115956,"A","low",333.830934762955,189.710055291653,1537.5,0.785982950833656,31.7001953125
"48",1,59,"sentence",953681,1721397115988,"A","low",317.379683256149,202.616348862648,1569.59985351562,0.820238456004366,32.099853515625
